addr,name,class,obj,status,reason,seeds_passed,seeds_total,z3_proven
0xbe440,FUN_000be440,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe480,FUN_000be480,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe4c0,FUN_000be4c0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe500,FUN_000be500,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.9% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe550,FUN_000be550,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 51.9% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe5a0,FUN_000be5a0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe5e0,FUN_000be5e0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe620,FUN_000be620,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 58.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe660,FUN_000be660,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe6a0,FUN_000be6a0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 59.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe6f0,FUN_000be6f0,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbe710,FUN_000be710,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbe730,FUN_000be730,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 59.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe770,player_rumble_set_effect,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 56.9% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe7c0,FUN_000be7c0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 56.9% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe810,FUN_000be810,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 56.9% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe860,FUN_000be860,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe8a0,FUN_000be8a0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.1% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe8f0,FUN_000be8f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe930,FUN_000be930,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe970,FUN_000be970,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbe990,FUN_000be990,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe9d0,FUN_000be9d0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 48.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbea10,FUN_000bea10,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 50.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbea50,FUN_000bea50,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbea90,FUN_000bea90,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbeab0,FUN_000beab0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbeaf0,FUN_000beaf0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbeb30,FUN_000beb30,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbeb70,FUN_000beb70,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbebb0,FUN_000bebb0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbebf0,FUN_000bebf0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbec30,FUN_000bec30,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 58.5% coverage, identical entry-point path across 50 seeds",50,50,0
0xbec70,FUN_000bec70,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbec90,FUN_000bec90,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbecd0,FUN_000becd0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 61.2% coverage, identical entry-point path across 50 seeds",50,50,0
0xbed20,FUN_000bed20,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.1% coverage, identical entry-point path across 50 seeds",50,50,0
0xbed70,FUN_000bed70,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbedb0,FUN_000bedb0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 47.7% coverage, identical entry-point path across 50 seeds",50,50,0
0xbee00,FUN_000bee00,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 59.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbee40,FUN_000bee40,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbee80,FUN_000bee80,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbeec0,FUN_000beec0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbef00,FUN_000bef00,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbef40,FUN_000bef40,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbef80,FUN_000bef80,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.1% coverage, identical entry-point path across 50 seeds",50,50,0
0xbefd0,FUN_000befd0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf010,FUN_000bf010,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 51.9% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf060,FUN_000bf060,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 51.9% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf0b0,FUN_000bf0b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 47.7% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf110,FUN_000bf110,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 63.1% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf160,FUN_000bf160,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf1a0,FUN_000bf1a0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf1e0,FUN_000bf1e0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf220,FUN_000bf220,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf260,FUN_000bf260,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 56.2% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf2b0,FUN_000bf2b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 56.2% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf300,FUN_000bf300,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf340,FUN_000bf340,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf380,FUN_000bf380,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 47.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf3d0,FUN_000bf3d0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 47.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf420,FUN_000bf420,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 47.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf470,FUN_000bf470,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 47.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf4c0,FUN_000bf4c0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf510,FUN_000bf510,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 58.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf560,FUN_000bf560,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf5a0,FUN_000bf5a0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf5e0,FUN_000bf5e0,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbf600,FUN_000bf600,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 63.3% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf640,FUN_000bf640,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 63.3% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf680,FUN_000bf680,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 63.3% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf6c0,FUN_000bf6c0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 58.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf700,FUN_000bf700,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 58.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf740,FUN_000bf740,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.1% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf790,FUN_000bf790,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 59.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf7e0,FUN_000bf7e0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 59.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf830,FUN_000bf830,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf870,FUN_000bf870,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf8b0,FUN_000bf8b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf8f0,FUN_000bf8f0,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbf920,FUN_000bf920,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf960,FUN_000bf960,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf9a0,FUN_000bf9a0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 63.1% coverage, identical entry-point path across 50 seeds",50,50,0
0xbf9f0,FUN_000bf9f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfa30,FUN_000bfa30,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfa70,FUN_000bfa70,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 58.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfab0,FUN_000bfab0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 56.9% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfb00,FUN_000bfb00,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 58.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfb40,FUN_000bfb40,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfb80,FUN_000bfb80,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.7% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfbc0,FUN_000bfbc0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.7% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfc10,FUN_000bfc10,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 51.7% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfc50,FUN_000bfc50,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfc90,FUN_000bfc90,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfcd0,FUN_000bfcd0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfd10,FUN_000bfd10,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbfd30,FUN_000bfd30,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbfd50,FUN_000bfd50,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbfd70,FUN_000bfd70,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbfd90,FUN_000bfd90,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbfdb0,FUN_000bfdb0,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbfdd0,FUN_000bfdd0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 58.5% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfe10,FUN_000bfe10,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xbfe30,FUN_000bfe30,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 59.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfe70,FUN_000bfe70,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 59.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfeb0,FUN_000bfeb0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 59.6% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfef0,FUN_000bfef0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbff30,FUN_000bff30,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xbff70,FUN_000bff70,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbffb0,FUN_000bffb0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbfff0,FUN_000bfff0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0030,FUN_000c0030,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0070,FUN_000c0070,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc00b0,FUN_000c00b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc00f0,FUN_000c00f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0130,FUN_000c0130,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0170,FUN_000c0170,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc01b0,FUN_000c01b0,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xc01d0,FUN_000c01d0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0210,FUN_000c0210,stubbable,players.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xc0230,FUN_000c0230,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0270,FUN_000c0270,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc02b0,FUN_000c02b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc02f0,FUN_000c02f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0330,FUN_000c0330,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0370,FUN_000c0370,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc03b0,FUN_000c03b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc03f0,FUN_000c03f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0430,FUN_000c0430,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0470,FUN_000c0470,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc04b0,FUN_000c04b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc04f0,FUN_000c04f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0530,FUN_000c0530,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0570,FUN_000c0570,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc05b0,FUN_000c05b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc05f0,FUN_000c05f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0630,FUN_000c0630,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0670,FUN_000c0670,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc06b0,FUN_000c06b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc06f0,FUN_000c06f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0730,FUN_000c0730,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0770,FUN_000c0770,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 53.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc07b0,FUN_000c07b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc07f0,FUN_000c07f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0830,FUN_000c0830,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0870,FUN_000c0870,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc08b0,FUN_000c08b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc08f0,FUN_000c08f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0930,FUN_000c0930,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0970,FUN_000c0970,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc09b0,FUN_000c09b0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc09f0,FUN_000c09f0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 57.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0a30,FUN_000c0a30,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0a70,FUN_000c0a70,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0ab0,FUN_000c0ab0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 54.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0af0,FUN_000c0af0,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0b30,FUN_000c0b30,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 62.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xc0b70,FUN_000c0b70,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0xbe370,FUN_000be370,stubbable,players.obj,not_applicable,"oracle_vacuous_early_exit: 55.4% coverage, identical entry-point path across 50 seeds",50,50,0
0x150840,FUN_00150840,stubbable,point_physics.obj,pass,,50,50,0
0x1508b0,FUN_001508b0,stubbable,point_physics.obj,pass,,79,80,0
0x150c80,compute_ground_plane,stubbable,point_physics.obj,pass,,90,90,0
0x152350,physics_compute_unit_collisions,stubbable,point_physics.obj,not_applicable,"oracle_vacuous_early_exit: 14.6% coverage, identical entry-point path across 50 seeds",50,50,0
0x1544d0,FUN_001544d0,leaf,point_physics.obj,pass,,50,50,0
0x1546b0,FUN_001546b0,stubbable,point_physics.obj,fail,divergence,10,50,0
0x154750,FUN_00154750,stubbable,point_physics.obj,pass,,50,50,0
0x1547d0,FUN_001547d0,stubbable,point_physics.obj,pass,,50,50,0
0x154860,point_physics_initialize_for_new_map,data_only,point_physics.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x154890,point_physics_dispose_from_old_map,leaf,point_physics.obj,pass,,50,50,0
0x1548a0,point_physics_definition_get_mass,leaf,point_physics.obj,pass,,49,50,0
0x154a20,FUN_00154a20,stubbable,point_physics.obj,pass,,50,50,0
0x1bdd80,FUN_001bdd80,stubbable,predicted_resources.obj,pass,,65,65,0
0x1bde10,predicted_resources_precache,stubbable,predicted_resources.obj,pass,,27,50,0
0x1bdd40,FUN_001bdd40,data_only,predicted_resources.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1bdd50,FUN_001bdd50,data_only,predicted_resources.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1bdd60,FUN_001bdd60,data_only,predicted_resources.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1bdd70,FUN_001bdd70,data_only,predicted_resources.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1bde90,FUN_001bde90,stubbable,predicted_resources.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1bdec0,FUN_001bdec0,stubbable,predicted_resources.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x8f870,profile_seconds_elapsed,data_only,profile.obj,pass,,50,50,0
0x8f880,profile_lapsed_frames,stubbable,profile.obj,pass,,50,50,0
0x8f8c0,profile_lapsed_msec,data_only,profile.obj,pass,,50,50,0
0x8f8e0,find_profile_section,stubbable,profile.obj,pass,,75,75,0
0x8fa40,profile_enter_private,stubbable,profile.obj,pass,,50,50,0
0x8fac0,profile_exit_private,stubbable,profile.obj,pass,,55,55,0
0x90170,FUN_00090170,leaf,profile.obj,pass,,50,50,0
0x901d0,compare_profile_sections,stubbable,profile.obj,pass,,85,85,0
0x90650,profile_dump_to_file,stubbable,profile.obj,pass,,50,50,0
0x906d0,FUN_000906d0,stubbable,profile.obj,pass,,50,50,0
0x907c0,FUN_000907c0,stubbable,profile.obj,pass,,50,50,0
0x90cd0,profile_find_game_value,stubbable,profile.obj,pass,,50,50,0
0x910b0,profile_frame_iterator_new,stubbable,profile.obj,pass,,60,60,0
0x91110,profile_frame_iterator_next,data_only,profile.obj,pass,,50,50,0
0x91190,profile_frame_get_messages,stubbable,profile.obj,pass,,75,75,0
0x91220,profile_frame_get_stalls,stubbable,profile.obj,pass,,50,50,0
0x91350,FUN_00091350,leaf,profile.obj,fail,divergence,0,50,0
0x913e0,profile_tick_start,stubbable,profile.obj,pass,,50,50,0
