addr,name,class,obj,status,reason,seeds_passed,seeds_total,z3_proven
0x1d9260,qsort,stubbable,LIBCMT:qsort.obj,pass,,26,50,0
0x1d9710,strrchr,leaf,LIBCMT:strrchr.obj,not_applicable,missing_build_object,0,0,0
0x1da19f,crt_toupper,stubbable,LIBCMT:vsprintf.obj,not_applicable,missing_build_object,0,0,0
0x1da1d8,crt_tolower,stubbable,LIBCMT:vsprintf.obj,not_applicable,missing_build_object,0,0,0
0x1e6596,__strnicmp,stubbable,LIBCMT:close.obj,not_applicable,missing_build_object,0,0,0
0x1bba0,action_vehicle_find_best_seat,stubbable,actions.obj,pass,,50,50,0
0x1bcd0,action_vehicle_setup_impromptu,stubbable,actions.obj,pass,,70,70,0
0x1beb0,action_wait_perform,stubbable,actions.obj,pass,,65,65,0
0x1c030,action_wait_control,stubbable,actions.obj,pass,,50,50,0
0x1c0e0,action_wait_setup,stubbable,actions.obj,pass,,47,50,0
0x1c190,action_wait_update,stubbable,actions.obj,pass,,70,70,0
0x1c270,encounter_get_squad,stubbable,actions.obj,pass,,50,50,0
0x1c300,actor_action_perform,stubbable,actions.obj,pass,,50,50,0
0x1c370,actor_action_update,stubbable,actions.obj,pass,,50,50,0
0x1c530,actor_action_flush_structure_indices,stubbable,actions.obj,pass,,50,50,0
0x1c5a0,actor_action_handle_panic_from_surprise,stubbable,actions.obj,fail,divergence,0,50,0
0x1c660,actor_action_handle_panic_from_damage,stubbable,actions.obj,pass,,65,65,0
0x1c750,actor_action_handle_panic_from_burning_to_death,stubbable,actions.obj,pass,,50,50,0
0x1c7f0,actor_action_handle_panic_from_attached_projectiles,stubbable,actions.obj,pass,,50,50,0
0x1c880,actor_action_handle_panic_from_attached_melee_attackers,stubbable,actions.obj,pass,,50,50,0
0x1c8d0,actor_action_handle_berserking_from_attacking_mode,stubbable,actions.obj,pass,,90,90,0
0x1c940,actor_action_handle_berserking_from_proximity,stubbable,actions.obj,pass,,55,55,0
0x1ca00,actor_action_handle_berserking_from_damage,stubbable,actions.obj,pass,,60,60,0
0x1ca90,actor_action_deny_transition,stubbable,actions.obj,fail,divergence,0,50,0
0x1cb30,actor_action_vehicle_entry_allowed,stubbable,actions.obj,pass,,50,50,0
0x1cb70,actor_action_handle_vehicle_exit,stubbable,actions.obj,pass,,70,70,0
0x1ccc0,actor_action_allow_cover_seeking,stubbable,actions.obj,pass,,50,50,0
0x1cf10,actor_action_can_stop_guarding,stubbable,actions.obj,pass,,55,55,0
0x1cfa0,actor_action_can_stop_conversing,stubbable,actions.obj,pass,,50,50,0
0x1d030,actor_action_change,stubbable,actions.obj,pass,,89,90,0
0x1d180,actor_action_test_grenade,stubbable,actions.obj,pass,,75,75,0
0x1d350,actor_action_try_to_seek_cover,stubbable,actions.obj,pass,,50,50,0
0x1d3c0,actor_action_try_to_panic,stubbable,actions.obj,not_applicable,"oracle_vacuous_early_exit: 69.8% coverage, identical entry-point path across 50 seeds",50,50,0
0x1d420,actor_action_try_to_enter_vehicle,stubbable,actions.obj,pass,,55,55,0
0x1d4f0,actor_get_pursuit_location,stubbable,actions.obj,pass,,50,50,0
0x1d530,actor_pursuit_consider_nearby_actor,stubbable,actions.obj,pass,,50,50,0
0x1d5f0,actor_mode_name,data_only,actions.obj,pass,,50,50,0
0x1d620,actor_action_debug_color,stubbable,actions.obj,pass,,50,50,0
0x1d760,set_real_vector2d,leaf,actions.obj,pass,,50,50,0
0x1d780,set_real_vector3d,leaf,actions.obj,pass,,50,50,0
0x1d7a0,point_to_line_distance3d,stubbable,actions.obj,pass,,50,50,0
0x1dab0,actor_action_handle_initial_action,stubbable,actions.obj,pass,,50,50,0
0x1daf0,actor_action_handle_pending_command_list,stubbable,actions.obj,pass,,65,65,0
0x1db90,actor_action_handle_surprise,stubbable,actions.obj,pass,,50,50,0
0x1dd40,actor_action_handle_panic_transition,stubbable,actions.obj,pass,,70,70,0
0x1dea0,actor_action_handle_combat_targeting,stubbable,actions.obj,pass,,55,55,0
0x1dfa0,actor_action_handle_vehicle_entry,stubbable,actions.obj,pass,,65,65,0
0x1e700,actor_action_handle_active_cover_seeking,stubbable,actions.obj,pass,,85,85,0
0x1e8a0,actor_action_handle_combat_selection,stubbable,actions.obj,pass,,70,70,0
0x1ef90,actor_action_handle_lost_contact,stubbable,actions.obj,fail,divergence,0,50,0
0x1f6e0,actor_action_handle_done_fleeing,stubbable,actions.obj,pass,,60,60,0
0x1f770,actor_action_handle_combat_status,stubbable,actions.obj,fail,divergence,0,50,0
0x1f9a0,actor_action_handle_exit_pursuit,stubbable,actions.obj,pass,,70,70,0
0x1fa60,actor_action_try_to_throw_grenade,stubbable,actions.obj,pass,,50,50,0
0x1fb80,actor_action_consider_grenade,stubbable,actions.obj,pass,,85,85,0
0x1fca0,actor_action_try_to_evade,stubbable,actions.obj,pass,,55,55,0
0x1fe70,actor_action_try_to_dive,stubbable,actions.obj,pass,,70,70,0
0x20140,actors_searching_same_position,stubbable,actions.obj,pass,,70,70,0
0x20280,actor_pursuit_find_nearby_actors,stubbable,actions.obj,pass,,50,50,0
0x204f0,actor_action_handle_combat_transition,stubbable,actions.obj,pass,,55,55,0
0x205a0,actor_action_handle_grenade_throwing,stubbable,actions.obj,pass,,65,65,0
0x20670,actor_action_handle_evasion,stubbable,actions.obj,pass,,80,80,0
0x21080,actor_firing_blindly,stubbable,actions.obj,pass,,50,50,0
0x210b0,actor_combat_currently_firing_burst,stubbable,actions.obj,pass,,50,50,0
0x210f0,actor_get_weapon_definition,stubbable,actions.obj,not_applicable,"oracle_vacuous_early_exit: 90.9% coverage, identical entry-point path across 50 seeds",50,50,0
0x36860,FUN_00036860,stubbable,actors.obj,pass,,50,50,0
0x36890,FUN_00036890,stubbable,actors.obj,pass,,50,50,0
0x36a90,FUN_00036a90,stubbable,actors.obj,fail,divergence,0,50,0
0x36b10,FUN_00036b10,stubbable,actors.obj,fail,divergence,0,50,0
0x36b50,FUN_00036b50,stubbable,actors.obj,fail,divergence,0,50,0
0x36c00,FUN_00036c00,stubbable,actors.obj,pass,,50,50,0
0x36c50,FUN_00036c50,stubbable,actors.obj,pass,,50,50,0
0x36e50,FUN_00036e50,stubbable,actors.obj,pass,,60,60,0
0x36f20,FUN_00036f20,stubbable,actors.obj,pass,,60,60,0
0x37240,FUN_00037240,stubbable,actors.obj,fail,divergence,47,50,0
0x373b0,FUN_000373b0,stubbable,actors.obj,fail,divergence,0,50,0
0x374f0,FUN_000374f0,stubbable,actors.obj,fail,divergence,0,50,0
0x37630,FUN_00037630,stubbable,actors.obj,pass,,90,90,0
0x377d0,FUN_000377d0,stubbable,actors.obj,pass,,90,90,0
0x378e0,FUN_000378e0,stubbable,actors.obj,fail,divergence,0,50,0
0x379f0,FUN_000379f0,stubbable,actors.obj,pass,,55,55,0
0x37b50,FUN_00037b50,stubbable,actors.obj,pass,,55,55,0
0x37d50,FUN_00037d50,stubbable,actors.obj,pass,,55,55,0
0x38000,FUN_00038000,stubbable,actors.obj,pass,,55,55,0
0x38200,FUN_00038200,stubbable,actors.obj,pass,,55,55,0
0x38370,FUN_00038370,stubbable,actors.obj,not_applicable,"oracle_vacuous_early_exit: 7.8% coverage, identical entry-point path across 50 seeds",50,50,0
0x38880,FUN_00038880,stubbable,actors.obj,pass,,55,55,0
0x38b10,FUN_00038b10,stubbable,actors.obj,pass,,55,55,0
0x38c70,FUN_00038c70,stubbable,actors.obj,pass,,55,55,0
0x38da0,FUN_00038da0,stubbable,actors.obj,pass,,50,50,0
0x38e00,FUN_00038e00,stubbable,actors.obj,pass,,50,50,0
0x38e60,FUN_00038e60,stubbable,actors.obj,not_applicable,"oracle_vacuous_early_exit: 3.6% coverage, identical entry-point path across 70 seeds",70,70,0
0x39c80,FUN_00039c80,stubbable,actors.obj,pass,,54,55,0
0x39f30,FUN_00039f30,stubbable,actors.obj,pass,,55,55,0
0x3a190,FUN_0003a190,stubbable,actors.obj,pass,,55,55,0
0x3a3b0,FUN_0003a3b0,stubbable,actors.obj,pass,,55,55,0
0x3a480,FUN_0003a480,stubbable,actors.obj,pass,,55,55,0
0x3a600,FUN_0003a600,stubbable,actors.obj,pass,,90,90,0
0x3a760,FUN_0003a760,stubbable,actors.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3a770,FUN_0003a770,stubbable,actors.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3a790,FUN_0003a790,stubbable,actors.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3a7b0,FUN_0003a7b0,stubbable,actors.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3a7d0,FUN_0003a7d0,stubbable,actors.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3a7f0,FUN_0003a7f0,stubbable,actors.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3a800,FUN_0003a800,stubbable,actors.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3a810,FUN_0003a810,stubbable,actors.obj,pass,,50,50,0
0x3a840,FUN_0003a840,stubbable,actors.obj,pass,,50,50,0
0x3a8a0,FUN_0003a8a0,stubbable,actors.obj,pass,,55,55,0
0x3a920,FUN_0003a920,stubbable,actors.obj,pass,,50,50,0
0x3a990,actors_initialize,stubbable,actors.obj,not_applicable,"oracle_vacuous_early_exit: 34.4% coverage, identical entry-point path across 50 seeds",50,50,0
0x3aa50,actors_dispose,leaf,actors.obj,pass,,50,50,0
0x3aa90,actors_dispose_from_old_map,stubbable,actors.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3aca0,actor_verify_activation,stubbable,actors.obj,fail,divergence,0,50,0
0x3b320,actor_has_ranged_weapon,stubbable,actors.obj,pass,,50,50,0
0x3b3c0,actor_derive_target_information,stubbable,actors.obj,pass,,50,50,0
0x3b410,FUN_0003b410,stubbable,actors.obj,pass,,65,65,0
0x3b630,actor_flush_structure_indices,stubbable,actors.obj,pass,,70,70,0
0x3b6f0,actor_has_unlimited_grenades,leaf,actors.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3b700,actor_handle_damage,stubbable,actors.obj,pass,,50,50,0
0x3b7e0,FUN_0003b7e0,stubbable,actors.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3b860,FUN_0003b860,stubbable,actors.obj,fail,divergence,0,50,0
0x3b900,actors_freeze,stubbable,actors.obj,not_applicable,"oracle_vacuous_early_exit: 59.7% coverage, identical entry-point path across 50 seeds",50,50,0
0x3b940,FUN_0003b940,stubbable,actors.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3ba00,actors_move_randomly,stubbable,actors.obj,not_applicable,"oracle_vacuous_early_exit: 25.3% coverage, identical entry-point path across 50 seeds",50,50,0
0x3baa0,FUN_0003baa0,stubbable,actors.obj,fail,divergence,0,50,0
0x3bd50,actor_destination_tolerance,stubbable,actors.obj,pass,,50,50,0
0x3bde0,FUN_0003bde0,stubbable,actors.obj,pass,,50,50,0
0x3be90,FUN_0003be90,stubbable,actors.obj,fail,divergence,0,50,0
0x3c0c0,actors_handle_spatial_effect,stubbable,actors.obj,pass,,50,50,0
0x3c1c0,FUN_0003c1c0,stubbable,actors.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 89 seeds",89,90,0
0x3c260,actor_unit_control_crouch,stubbable,actors.obj,pass,,50,50,0
0x3c2a0,actor_unit_control_jump,stubbable,actors.obj,pass,,50,50,0
0x3c2d0,actor_unit_control_primary_trigger,stubbable,actors.obj,pass,,50,50,0
0x3c330,actor_unit_control_secondary_trigger,stubbable,actors.obj,pass,,50,50,0
0x3c370,actor_handle_communication,stubbable,actors.obj,pass,,50,50,0
0x3c3a0,actor_unit_control_exact_facing,stubbable,actors.obj,pass,,50,50,0
0x3c3e0,actor_unit_control_stop_animation_impulse,stubbable,actors.obj,pass,,50,50,0
0x3c410,actor_new,stubbable,actors.obj,fail,divergence,1,50,0
0x3c7c0,actor_customize_unit,stubbable,actors.obj,pass,,90,90,0
0x3ca40,actor_set_dormant,stubbable,actors.obj,pass,,55,55,0
0x3cb50,FUN_0003cb50,stubbable,actors.obj,fail,divergence,0,50,0
0x3cbc0,actor_delete_props,stubbable,actors.obj,error,emulation_error,0,50,0
0x3cc10,actor_delete,stubbable,actors.obj,pass,,2,55,0
0x3cd30,actor_swarm_cache_new,stubbable,actors.obj,pass,,55,55,0
0x3ce40,actor_get_running_blind_vector,stubbable,actors.obj,pass,,65,65,0
0x3cf10,actor_kill,stubbable,actors.obj,pass,,55,55,0
0x3cff0,actor_died,stubbable,actors.obj,pass,,90,90,0
0x3d330,actor_swarm_unit_died,stubbable,actors.obj,pass,,55,55,0
0x3d3d0,actor_braindead,stubbable,actors.obj,pass,,7,55,0
0x3d430,actor_handle_unit_effect,stubbable,actors.obj,pass,,52,65,0
0x3d5f0,actor_set_active,stubbable,actors.obj,pass,,65,65,0
0x3d6c0,actor_swarm_attach_unit,stubbable,actors.obj,pass,,50,50,0
0x3d950,actor_erase,stubbable,actors.obj,pass,,55,55,0
0x3d9f0,FUN_0003d9f0,stubbable,actors.obj,pass,,75,75,0
0x3e570,actors_handle_unit_effect,stubbable,actors.obj,pass,,50,50,0
0x3e7a0,FUN_0003e7a0,stubbable,actors.obj,pass,,50,50,0
0x3eab0,actor_attach_unit,stubbable,actors.obj,pass,,60,60,0
0x3edc0,actor_create_for_unit,stubbable,actors.obj,pass,,50,50,0
0x3f030,FUN_0003f030,stubbable,actors.obj,pass,,90,90,0
0x13dd0,action_charge_valid_melee_destination,stubbable,actor_looking.obj,pass,,60,60,0
0x13ef0,action_charge_setup,stubbable,actor_looking.obj,pass,,90,90,0
0x142a0,action_converse_setup,stubbable,actor_looking.obj,pass,,50,50,0
0x14360,actor_update_prop_desire,stubbable,actor_looking.obj,pass,,55,55,0
0x14460,action_converse_update,stubbable,actor_looking.obj,pass,,50,50,0
0x14480,action_converse_control,stubbable,actor_looking.obj,pass,,50,50,0
0x14510,actor_set_prop_if_match,stubbable,actor_looking.obj,pass,,50,50,0
0x14540,actor_conversation_control,stubbable,actor_looking.obj,pass,,50,50,0
0x145c0,actor_conversation_end,stubbable,actor_looking.obj,pass,,50,50,0
0x145f0,action_converse_end,stubbable,actor_looking.obj,pass,,50,50,0
0x14620,action_fight_setup,stubbable,actor_looking.obj,pass,,50,50,0
0x14680,action_fight_update,stubbable,actor_looking.obj,pass,,75,75,0
0x146f0,action_fight_control,stubbable,actor_looking.obj,pass,,50,50,0
0x14770,action_fight_perform,stubbable,actor_looking.obj,not_applicable,"oracle_vacuous_early_exit: 6.5% coverage, identical entry-point path across 60 seeds",60,60,0
0x14b40,action_flee_end,stubbable,actor_looking.obj,pass,,50,50,0
0x14b70,action_flee_flush_position_indices,stubbable,actor_looking.obj,pass,,50,50,0
0x14ba0,action_flee_modify_color,stubbable,actor_looking.obj,pass,,50,50,0
0x14c10,action_flee_find_flee_position,stubbable,actor_looking.obj,pass,,50,50,0
0x14e90,action_flee_current_position_exposed,stubbable,actor_looking.obj,pass,,50,50,0
0x14ff0,action_flee_replace_prop,stubbable,actor_looking.obj,pass,,50,50,0
0x15020,action_flee_blind_panic,leaf,actor_looking.obj,pass,,50,50,1
0x15040,action_flee_setup,stubbable,actor_looking.obj,pass,,50,50,0
0x15150,action_flee_begin,stubbable,actor_looking.obj,pass,,50,50,0
0x151b0,action_flee_update,stubbable,actor_looking.obj,pass,,85,85,0
0x15250,action_flee_control,stubbable,actor_looking.obj,pass,,85,85,0
0x15520,action_flee_perform,stubbable,actor_looking.obj,pass,,75,75,0
0x15880,action_guard_setup_current_position,stubbable,actor_looking.obj,pass,,50,50,0
0x15900,action_guard_setup_find_position,stubbable,actor_looking.obj,fail,divergence,49,50,0
0x159d0,action_guard_setup_postcombat,stubbable,actor_looking.obj,pass,,65,65,0
0x15b30,action_guard_begin,stubbable,actor_looking.obj,pass,,50,50,0
0x15b70,actor_clear_guard_state,stubbable,actor_looking.obj,pass,,50,50,0
0x15cf0,action_guard_update,stubbable,actor_looking.obj,pass,,80,80,0
0x15eb0,actor_reset_action_state,stubbable,actor_looking.obj,pass,,75,75,0
0x15f30,actor_clear_flee_target,stubbable,actor_looking.obj,pass,,50,50,0
0x15f60,action_guard_modify_color,stubbable,actor_looking.obj,pass,,55,55,0
0x16000,actor_replace_prop_handle,stubbable,actor_looking.obj,pass,,50,50,0
0x16050,action_guard_setup_from_combat_transition,stubbable,actor_looking.obj,pass,,65,65,0
0x16210,action_guard_setup_from_fleeing,stubbable,actor_looking.obj,pass,,88,90,0
0x163d0,action_guard_perform,stubbable,actor_looking.obj,pass,,80,80,0
0x16590,action_guard_control,stubbable,actor_looking.obj,pass,,90,90,0
0x16960,vehicle_possibility_qsort,leaf,actor_looking.obj,pass,,50,50,1
0x169a0,action_obey_command_end,stubbable,actor_looking.obj,pass,,60,60,0
0x16bd0,actor_look_secondary_stop,stubbable,actor_looking.obj,pass,,47,50,0
0x16c40,action_obey_individual_flush_command_indices,stubbable,actor_looking.obj,pass,,50,50,0
0x16c80,action_obey_individual_begin,stubbable,actor_looking.obj,pass,,50,50,0
0x16cd0,action_obey_individual_advance,leaf,actor_looking.obj,pass,,50,50,1
0x16cf0,action_obey_individual_end,stubbable,actor_looking.obj,pass,,49,50,0
0x16e70,action_obey_command_list_setup,stubbable,actor_looking.obj,fail,divergence,0,50,0
0x17060,actor_clear_aim_target,stubbable,actor_looking.obj,pass,,50,50,0
0x170c0,action_obey_begin,stubbable,actor_looking.obj,pass,,50,50,0
0x170f0,action_obey_end,stubbable,actor_looking.obj,pass,,50,50,0
0x17120,action_obey_describe_command,stubbable,actor_looking.obj,inconclusive,vacuous_coverage: 7.3% < 10% floor,50,50,0
0x178b0,vector_from_points2d,leaf,actor_looking.obj,pass,,50,50,1
0x178d0,cross_product3d,leaf,actor_looking.obj,pass,,50,50,1
0x17910,negate_vector3d,leaf,actor_looking.obj,pass,,50,50,1
0x17940,FUN_00017940,stubbable,actor_looking.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x17960,action_obey_directmovement_update_facing,stubbable,actor_looking.obj,pass,,50,50,0
0x17ab0,action_obey_command_begin,stubbable,actor_looking.obj,not_applicable,"oracle_vacuous_early_exit: 3.3% coverage, identical entry-point path across 55 seeds",55,55,0
0x18b90,action_obey_command_perform,stubbable,actor_looking.obj,not_applicable,"oracle_vacuous_early_exit: 6.9% coverage, identical entry-point path across 60 seeds",60,60,0
0x19110,action_obey_individual_perform,stubbable,actor_looking.obj,fail,divergence,0,50,0
0x19230,action_obey_individual_update,stubbable,actor_looking.obj,pass,,50,50,0
0x19280,action_obey_update,stubbable,actor_looking.obj,pass,,50,50,0
0x192b0,action_obey_perform,stubbable,actor_looking.obj,pass,,70,70,0
0x19370,action_obey_control,stubbable,actor_looking.obj,pass,,85,85,0
0x19750,action_search_setup_target,stubbable,actor_looking.obj,fail,divergence,0,50,0
0x197d0,action_search_setup_pursuit,stubbable,actor_looking.obj,pass,,50,50,0
0x198d0,action_search_setup_undirected,stubbable,actor_looking.obj,fail,divergence,0,50,0
0x19940,action_search_update,stubbable,actor_looking.obj,pass,,90,90,0
0x19ac0,action_search_flush_position_indices,stubbable,actor_looking.obj,pass,,50,50,0
0x19af0,action_search_flush_structure_indices,stubbable,actor_looking.obj,pass,,50,50,0
0x19b20,action_search_control,stubbable,actor_looking.obj,pass,,50,50,0
0x19c70,action_search_begin,stubbable,actor_looking.obj,pass,,50,50,0
0x19d00,actor_look_secondary,stubbable,actor_looking.obj,not_applicable,"oracle_vacuous_early_exit: 7.4% coverage, identical entry-point path across 60 seeds",60,60,0
0x1a050,action_sleep_control,stubbable,actor_looking.obj,pass,,50,50,0
0x1a080,action_uncover_setup_target,stubbable,actor_looking.obj,fail,divergence,0,50,0
0x1a100,action_uncover_setup_pursuit,stubbable,actor_looking.obj,pass,,50,50,0
0x1a200,action_uncover_perform,stubbable,actor_looking.obj,pass,,70,70,0
0x1a420,action_uncover_control,stubbable,actor_looking.obj,pass,,50,50,0
0x1a590,action_uncover_flush_position_indices,stubbable,actor_looking.obj,pass,,50,50,0
0x1a5d0,action_uncover_flush_structure_indices,stubbable,actor_looking.obj,pass,,50,50,0
0x1a600,action_uncover_modify_color,stubbable,actor_looking.obj,pass,,50,50,0
0x1a670,action_uncover_begin,stubbable,actor_looking.obj,pass,,50,50,0
0x1a7e0,action_uncover_update,stubbable,actor_looking.obj,pass,,90,90,0
0x1aae0,object_get_bounding_sphere,stubbable,actor_looking.obj,pass,,50,50,0
0x1ab70,action_vehicle_begin,stubbable,actor_looking.obj,pass,,50,50,0
0x1abd0,action_vehicle_flush_structure_indices,stubbable,actor_looking.obj,pass,,50,50,0
0x1ac00,action_vehicle_control,stubbable,actor_looking.obj,pass,,50,50,0
0x24ca0,actor_firing_position_discarded,stubbable,actor_looking.obj,pass,,50,50,0
0x24cf0,pre_evaluator_global,stubbable,actor_looking.obj,error,mem-limit,0,0,0
0x25340,pre_evaluator_pursuit,stubbable,actor_looking.obj,fail,divergence,71,90,0
0x25510,pre_evaluator_panic,stubbable,actor_looking.obj,fail,divergence,89,90,0
0x257a0,firing_position_compute_line_of_sight,stubbable,actor_looking.obj,pass,,55,55,0
0x25970,firing_position_forced_evaluation,stubbable,actor_looking.obj,pass,,50,50,0
0x25a00,actor_has_accessible_firing_position,stubbable,actor_looking.obj,pass,,70,70,0
0x25c10,actor_select_firing_position,stubbable,actor_looking.obj,not_applicable,"oracle_vacuous_early_exit: 3.9% coverage, identical entry-point path across 75 seeds",75,75,0
0x27090,actor_active_select_firing_position,stubbable,actor_looking.obj,pass,,86,90,0
0x272d0,actor_change_firing_position,stubbable,actor_looking.obj,pass,,50,50,0
0x27410,pre_evaluator_attack,stubbable,actor_looking.obj,pass,,60,60,0
0x27870,FUN_00027870,stubbable,actor_looking.obj,pass,,60,60,0
0x278e0,FUN_000278e0,stubbable,actor_looking.obj,pass,,80,80,0
0x27a10,actor_look_get_looking_definition,stubbable,actor_looking.obj,pass,,50,50,0
0x27a60,FUN_00027a60,stubbable,actor_looking.obj,fail,divergence,31,65,0
0x27dd0,actor_look_valid_aim_vector,data_only,actor_looking.obj,pass,,50,50,0
0x27e50,actor_look_valid_look_vector,stubbable,actor_looking.obj,pass,,50,50,0
0x27f40,actor_looking_test_validity,stubbable,actor_looking.obj,pass,,50,50,0
0x27ff0,actor_look_idle_find_prop,stubbable,actor_looking.obj,pass,,80,80,0
0x28cc0,actor_look_idle_new_major_direction,stubbable,actor_looking.obj,pass,,50,50,0
0x28ed0,actor_look_idle_new_minor_direction,stubbable,actor_looking.obj,pass,,50,50,0
0x29040,actor_look_update,stubbable,actor_looking.obj,not_applicable,"oracle_vacuous_early_exit: 3.2% coverage, identical entry-point path across 50 seeds",50,50,0
0x2a2b0,actor_look_affect_movement,stubbable,actor_looking.obj,pass,,50,50,0
0x2a330,actor_move_keep_moving_past_destination,stubbable,actor_looking.obj,pass,,50,50,0
0x2a3d0,actor_path_has_path,stubbable,actor_looking.obj,pass,,50,50,0
0x2a3f0,actor_path_at_destination,stubbable,actor_looking.obj,pass,,50,50,0
0x2a430,actor_path_get_destination_firing_position_index,stubbable,actor_looking.obj,pass,,50,50,0
0x3f5f0,FUN_0003f5f0,stubbable,ai.obj,pass,,65,65,0
0x3f670,ai_initialize,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 45.7% coverage, identical entry-point path across 50 seeds",50,50,0
0x3f6f0,ai_dispose,stubbable,ai.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3f720,ai_dispose_from_old_map,stubbable,ai.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3f760,ai_place,stubbable,ai.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3fdc0,ai_handle_unit_approach,stubbable,ai.obj,pass,,50,50,0
0x40010,game_allegiance_apply_change,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 17.9% coverage, identical entry-point path across 50 seeds",50,50,0
0x40280,ai_update_team_status,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 20.6% coverage, identical entry-point path across 50 seeds",50,50,0
0x40570,FUN_00040570,stubbable,ai.obj,pass,,75,75,0
0x409a0,unit_vehicle_board_notify,stubbable,ai.obj,pass,,50,50,0
0x41090,ai_initialize_for_new_map,stubbable,ai.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x41180,ai_update,stubbable,ai.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 90 seeds",90,90,0
0x42390,ai_clump,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 11.8% coverage, identical entry-point path across 50 seeds",50,50,0
0x425a0,ai_enemies_can_see_player,stubbable,ai.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x425b0,ai_enemies_attacking_player,stubbable,ai.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x41590,ai_test_line_of_fire,stubbable,ai.obj,pass,,55,55,0
0x413c0,FUN_000413c0,stubbable,ai.obj,pass,,50,50,0
0x41420,FUN_00041420,stubbable,ai.obj,pass,,50,50,0
0x3f900,ai_adjust_damage,stubbable,ai.obj,pass,,50,50,0
0x3f770,ai_globals_ai_active,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 64.1% coverage, identical entry-point path across 50 seeds",50,50,0
0x3f7b0,ai_globals_dialogue_triggers_enabled,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 62.1% coverage, identical entry-point path across 50 seeds",50,50,0
0x3f800,ai_globals_grenades_enabled,stubbable,ai.obj,pass,,70,70,0
0x3f850,ai_get_major_upgrade_chance,stubbable,ai.obj,pass,,50,50,0
0x3f970,ai_erase,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 13.3% coverage, identical entry-point path across 70 seeds",70,70,0
0x3fa40,ai_release_inactive_swarms,stubbable,ai.obj,fail,divergence,3,50,0
0x3fb00,FUN_0003fb00,leaf,ai.obj,pass,,50,50,0
0x3fb40,ai_find_inactive_encounters,stubbable,ai.obj,pass,,50,50,0
0x3fc90,ai_release_inactive_encounters,stubbable,ai.obj,fail,divergence,32,50,0
0x3fe30,ai_get_responsible_unit,stubbable,ai.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x3feb0,ai_handle_death,stubbable,ai.obj,fail,divergence,3,50,0
0x3ff40,ai_handle_killing_spree,stubbable,ai.obj,pass,,50,50,0
0x40150,ai_handle_allegiance_broken_notification,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 23.8% coverage, identical entry-point path across 50 seeds",50,50,0
0x40360,ai_handle_bump,stubbable,ai.obj,pass,,50,50,0
0x40460,ai_handle_damage,stubbable,ai.obj,fail,divergence,0,50,0
0x40690,ai_create_mounted_weapons_for_unit,stubbable,ai.obj,not_applicable,"oracle_vacuous_early_exit: 18.2% coverage, identical entry-point path across 70 seeds",70,70,0
